Student ID,Total_Attendance_Records,Present_Count,Attendance Rate
100410,24,19,79.16666666666666
100411,24,14,58.333333333333336
100412,24,21,87.5
100413,24,16,66.66666666666666
100414,24,16,66.66666666666666
100415,24,23,95.83333333333334
100416,24,21,87.5
100417,43,34,79.06976744186046
100418,43,36,83.72093023255815
100419,43,36,83.72093023255815
100420,28,16,57.14285714285714
100421,43,29,67.44186046511628
100422,43,35,81.3953488372093
100423,43,30,69.76744186046511
100424,43,19,44.18604651162791
100426,40,35,87.5
100427,37,36,97.2972972972973
100428,43,37,86.04651162790698
100430,40,17,42.5
100431,37,25,67.56756756756756
100432,38,34,89.47368421052632
100433,37,31,83.78378378378379
100434,37,28,75.67567567567568
100435,37,32,86.48648648648648
100436,37,34,91.8918918918919
100438,37,35,94.5945945945946
100439,37,28,75.67567567567568
100440,37,25,67.56756756756756
100441,39,29,74.35897435897436
100444,22,15,68.18181818181817
100445,37,30,81.08108108108108
100446,37,18,48.64864864864865
100447,37,27,72.97297297297297
100448,37,32,86.48648648648648
100449,37,32,86.48648648648648
100450,36,20,55.55555555555556
100452,40,30,75.0
100453,40,34,85.0
100454,43,33,76.74418604651163
100455,43,31,72.09302325581395
100456,40,29,72.5
100457,33,11,33.33333333333333
100458,31,3,9.67741935483871
100459,39,38,97.43589743589743
100460,39,39,100.0
100461,43,23,53.48837209302325
100462,43,28,65.11627906976744
100464,26,6,23.076923076923077
100465,24,20,83.33333333333334
100466,43,23,53.48837209302325
100467,37,34,91.8918918918919
100468,24,3,12.5
100469,24,4,16.666666666666664
100470,24,3,12.5
100471,36,22,61.111111111111114
100472,43,25,58.139534883720934
100473,36,20,55.55555555555556
100474,37,30,81.08108108108108
100475,37,26,70.27027027027027
100476,38,25,65.78947368421053
100477,19,14,73.68421052631578
100478,19,17,89.47368421052632
100479,19,18,94.73684210526315
100480,19,16,84.21052631578947
100481,19,17,89.47368421052632
100482,19,16,84.21052631578947
100483,19,18,94.73684210526315
100484,19,18,94.73684210526315
100485,19,18,94.73684210526315
100486,19,17,89.47368421052632
100487,19,18,94.73684210526315
100488,19,18,94.73684210526315
100489,19,18,94.73684210526315
100490,19,18,94.73684210526315
100494,24,17,70.83333333333334
100496,19,18,94.73684210526315
100500,2,1,50.0
100501,2,2,100.0
100504,24,15,62.5
100505,4,1,25.0
100506,4,3,75.0
100515,43,32,74.4186046511628
100516,2,0,0.0
100517,2,0,0.0
100518,2,0,0.0
100519,6,4,66.66666666666666
100520,6,4,66.66666666666666
100521,6,6,100.0
100522,6,5,83.33333333333334
100523,6,6,100.0
100524,6,6,100.0
100525,6,6,100.0
100526,6,6,100.0
100527,6,5,83.33333333333334
100528,6,5,83.33333333333334
100529,6,6,100.0
100530,6,5,83.33333333333334
100571,11,9,81.81818181818183
100572,11,10,90.9090909090909
100573,11,10,90.9090909090909
100574,11,10,90.9090909090909
100575,11,8,72.72727272727273
100576,11,10,90.9090909090909
100577,11,11,100.0
100578,11,10,90.9090909090909
100579,11,5,45.45454545454545
100595,11,5,45.45454545454545
100596,11,8,72.72727272727273
100597,11,8,72.72727272727273
100598,11,7,63.63636363636363
100599,19,3,15.789473684210526
100600,19,0,0.0
100601,19,0,0.0
100602,19,3,15.789473684210526
100603,19,1,5.263157894736842
100604,19,13,68.42105263157895
100605,19,14,73.68421052631578
100606,19,10,52.63157894736842
100607,22,11,50.0
100608,22,10,45.45454545454545
100609,22,10,45.45454545454545
100610,19,6,31.57894736842105
100611,19,6,31.57894736842105
100612,19,9,47.368421052631575
100613,19,11,57.89473684210527
100614,26,2,7.6923076923076925
100615,26,20,76.92307692307693
100616,26,1,3.8461538461538463
100618,26,14,53.84615384615385
100619,26,7,26.923076923076923
100620,26,9,34.61538461538461
100621,26,13,50.0
100622,26,6,23.076923076923077
100623,26,8,30.76923076923077
100624,26,6,23.076923076923077
100625,26,4,15.384615384615385
100626,26,14,53.84615384615385
100627,26,10,38.46153846153847
100630,14,1,7.142857142857142
100631,14,0,0.0
100632,14,6,42.857142857142854
100633,14,4,28.57142857142857
100634,14,7,50.0
100635,18,0,0.0
100636,18,1,5.555555555555555
100637,14,2,14.285714285714285
100638,14,1,7.142857142857142
100639,14,7,50.0
100640,18,0,0.0
100641,14,5,35.714285714285715
100642,14,5,35.714285714285715
100643,14,0,0.0
100644,26,2,7.6923076923076925
100645,22,8,36.36363636363637
100646,13,10,76.92307692307693
100648,19,6,31.57894736842105
100649,19,8,42.10526315789473
100650,19,14,73.68421052631578
100651,26,16,61.53846153846154
100652,19,13,68.42105263157895
100653,26,10,38.46153846153847
100654,19,11,57.89473684210527
100655,19,15,78.94736842105263
100656,26,6,23.076923076923077
100657,26,23,88.46153846153845
100658,26,4,15.384615384615385
100659,19,3,15.789473684210526
100660,26,23,88.46153846153845
100661,19,7,36.84210526315789
100662,19,10,52.63157894736842
100663,19,6,31.57894736842105
100664,19,7,36.84210526315789
100665,19,4,21.052631578947366
100666,19,3,15.789473684210526
100667,19,3,15.789473684210526
100668,19,4,21.052631578947366
100669,20,14,70.0
100670,20,3,15.0
100671,20,11,55.00000000000001
100672,20,9,45.0
100673,20,12,60.0
100674,20,9,45.0
100675,20,16,80.0
100676,20,4,20.0
100677,20,3,15.0
100678,20,2,10.0
100679,20,5,25.0
100680,4,1,25.0
100681,20,16,80.0
100682,20,8,40.0
100683,20,11,55.00000000000001
100684,20,10,50.0
100685,20,6,30.0
100686,20,4,20.0
100687,20,19,95.0
100688,20,15,75.0
100689,20,12,60.0
100690,20,14,70.0
100691,20,9,45.0
100692,20,15,75.0
100693,20,2,10.0
100694,19,1,5.263157894736842
100695,26,5,19.230769230769234
100696,20,6,30.0
100697,26,6,23.076923076923077
100698,20,5,25.0
100699,26,16,61.53846153846154
100700,26,11,42.30769230769231
100701,26,11,42.30769230769231
100702,19,3,15.789473684210526
100703,19,5,26.31578947368421
100710,36,26,72.22222222222221
100715,2,2,100.0
100716,2,2,100.0
100723,13,11,84.61538461538461
100724,13,10,76.92307692307693
100725,13,12,92.3076923076923
100726,13,13,100.0
100727,13,12,92.3076923076923
100728,13,11,84.61538461538461
100729,13,13,100.0
100730,13,4,30.76923076923077
100731,13,10,76.92307692307693
100732,13,13,100.0
100733,13,11,84.61538461538461
100734,13,8,61.53846153846154
100735,13,12,92.3076923076923
100736,13,11,84.61538461538461
100737,13,12,92.3076923076923
100738,13,9,69.23076923076923
100739,26,2,7.6923076923076925
100740,26,5,19.230769230769234
100741,26,19,73.07692307692307
100742,19,7,36.84210526315789
100745,55,42,76.36363636363637
100747,55,9,16.363636363636363
100748,55,50,90.9090909090909
100749,55,53,96.36363636363636
100751,55,52,94.54545454545455
100752,55,9,16.363636363636363
100753,55,10,18.181818181818183
100754,55,48,87.27272727272727
100755,55,42,76.36363636363637
100756,55,38,69.0909090909091
100758,55,17,30.909090909090907
100759,55,54,98.18181818181819
100760,55,24,43.63636363636363
100763,54,49,90.74074074074075
100764,54,42,77.77777777777779
100765,54,51,94.44444444444444
100766,54,39,72.22222222222221
100767,54,41,75.92592592592592
100768,55,16,29.09090909090909
100769,54,52,96.29629629629629
100770,54,52,96.29629629629629
100772,6,2,33.33333333333333
100773,26,11,42.30769230769231
100774,26,17,65.38461538461539
100775,26,6,23.076923076923077
100776,26,23,88.46153846153845
100777,26,13,50.0
100778,26,10,38.46153846153847
100779,26,7,26.923076923076923
100780,26,7,26.923076923076923
100781,26,10,38.46153846153847
100782,20,7,35.0
100783,20,9,45.0
100784,20,10,50.0
100785,22,1,4.545454545454546
100786,20,14,70.0
100787,20,16,80.0
100788,20,7,35.0
100789,20,4,20.0
100790,20,7,35.0
100791,20,6,30.0
100793,19,11,57.89473684210527
100794,19,15,78.94736842105263
100795,19,10,52.63157894736842
100796,36,10,27.77777777777778
100799,55,36,65.45454545454545
100800,36,11,30.555555555555557
100801,36,32,88.88888888888889
100802,35,34,97.14285714285714
100803,36,17,47.22222222222222
100804,36,34,94.44444444444444
100805,36,28,77.77777777777779
100806,36,30,83.33333333333334
100807,36,23,63.888888888888886
100808,36,11,30.555555555555557
100809,36,33,91.66666666666666
100810,36,32,88.88888888888889
100811,36,35,97.22222222222221
100812,36,31,86.11111111111111
100813,36,35,97.22222222222221
100814,36,36,100.0
100815,36,33,91.66666666666666
100816,36,33,91.66666666666666
100817,36,28,77.77777777777779
100818,36,35,97.22222222222221
100819,36,33,91.66666666666666
100820,15,5,33.33333333333333
100821,36,35,97.22222222222221
100822,36,33,91.66666666666666
100823,36,27,75.0
100824,36,35,97.22222222222221
100825,36,34,94.44444444444444
100826,36,36,100.0
100827,36,22,61.111111111111114
100828,37,36,97.2972972972973
100829,37,36,97.2972972972973
100830,37,34,91.8918918918919
100831,37,33,89.1891891891892
100832,37,34,91.8918918918919
100833,37,33,89.1891891891892
100834,37,36,97.2972972972973
100835,37,34,91.8918918918919
100836,37,36,97.2972972972973
100837,37,36,97.2972972972973
100838,37,36,97.2972972972973
100839,37,36,97.2972972972973
100840,37,36,97.2972972972973
100841,37,34,91.8918918918919
100842,37,34,91.8918918918919
100843,37,37,100.0
100844,37,34,91.8918918918919
100845,37,35,94.5945945945946
100846,37,27,72.97297297297297
100847,37,36,97.2972972972973
100848,37,37,100.0
100849,37,37,100.0
100850,37,36,97.2972972972973
100851,36,29,80.55555555555556
100852,37,35,94.5945945945946
100853,37,32,86.48648648648648
100854,37,36,97.2972972972973
100855,37,30,81.08108108108108
100856,37,30,81.08108108108108
100857,37,36,97.2972972972973
100858,17,15,88.23529411764706
100859,20,7,35.0
100861,20,15,75.0
100862,20,8,40.0
100863,20,4,20.0
100864,20,10,50.0
100865,36,34,94.44444444444444
100866,65,32,49.23076923076923
100867,36,34,94.44444444444444
100868,36,34,94.44444444444444
100869,36,34,94.44444444444444
100870,36,34,94.44444444444444
100871,36,29,80.55555555555556
100872,36,35,97.22222222222221
100873,36,35,97.22222222222221
100874,36,12,33.33333333333333
100875,36,13,36.11111111111111
100876,36,32,88.88888888888889
100877,26,8,30.76923076923077
100878,26,1,3.8461538461538463
100879,26,1,3.8461538461538463
100880,26,7,26.923076923076923
100881,55,13,23.636363636363637
100882,55,43,78.18181818181819
100883,55,22,40.0
100884,31,28,90.32258064516128
100885,31,27,87.09677419354838
100886,31,29,93.54838709677419
100887,54,46,85.18518518518519
100888,37,19,51.35135135135135
100889,70,46,65.71428571428571
100890,70,31,44.285714285714285
100891,70,59,84.28571428571429
100892,70,44,62.857142857142854
100893,70,51,72.85714285714285
100894,70,53,75.71428571428571
100895,70,25,35.714285714285715
100896,19,13,68.42105263157895
100897,19,15,78.94736842105263
100898,19,18,94.73684210526315
100899,19,15,78.94736842105263
100900,19,2,10.526315789473683
100901,19,5,26.31578947368421
100902,19,6,31.57894736842105
100903,19,5,26.31578947368421
100904,19,5,26.31578947368421
100905,19,6,31.57894736842105
100906,65,55,84.61538461538461
100907,65,46,70.76923076923077
100908,55,39,70.9090909090909
100909,44,25,56.81818181818182
100910,44,38,86.36363636363636
100911,44,20,45.45454545454545
100912,44,21,47.72727272727273
100913,44,33,75.0
100914,44,36,81.81818181818183
100915,44,26,59.09090909090909
100916,44,29,65.9090909090909
100917,44,32,72.72727272727273
100918,44,39,88.63636363636364
100919,44,19,43.18181818181818
100920,44,40,90.9090909090909
100921,44,37,84.0909090909091
100922,44,24,54.54545454545454
100923,44,41,93.18181818181817
100924,44,28,63.63636363636363
100925,44,33,75.0
100926,44,25,56.81818181818182
100927,44,29,65.9090909090909
100928,44,40,90.9090909090909
100929,44,40,90.9090909090909
100930,44,30,68.18181818181817
100931,44,27,61.36363636363637
100932,44,14,31.818181818181817
100933,44,27,61.36363636363637
100934,44,38,86.36363636363636
100935,44,29,65.9090909090909
100936,44,29,65.9090909090909
100937,44,26,59.09090909090909
100938,44,31,70.45454545454545
100939,44,26,59.09090909090909
100940,44,34,77.27272727272727
100941,44,15,34.090909090909086
100945,14,14,100.0
100946,14,10,71.42857142857143
100947,14,2,14.285714285714285
100948,14,4,28.57142857142857
100949,14,1,7.142857142857142
100950,14,4,28.57142857142857
100951,14,10,71.42857142857143
100952,14,4,28.57142857142857
100953,14,4,28.57142857142857
100954,14,5,35.714285714285715
100955,14,2,14.285714285714285
100956,14,7,50.0
100957,14,5,35.714285714285715
100958,14,5,35.714285714285715
100959,14,5,35.714285714285715
100960,14,8,57.14285714285714
100961,14,6,42.857142857142854
100962,14,3,21.428571428571427
100963,14,2,14.285714285714285
100964,14,4,28.57142857142857
100965,70,31,44.285714285714285
100966,70,9,12.857142857142856
100967,70,43,61.42857142857143
100968,27,27,100.0
100969,27,27,100.0
100970,27,25,92.5925925925926
100971,27,25,92.5925925925926
100972,27,26,96.29629629629629
100973,27,27,100.0
100974,27,23,85.18518518518519
100975,27,25,92.5925925925926
100976,27,26,96.29629629629629
100977,27,25,92.5925925925926
100978,27,24,88.88888888888889
100979,27,25,92.5925925925926
100980,27,26,96.29629629629629
100981,27,25,92.5925925925926
100982,27,27,100.0
100983,27,25,92.5925925925926
100984,27,25,92.5925925925926
100985,27,26,96.29629629629629
100986,27,27,100.0
100987,27,26,96.29629629629629
100988,28,26,92.85714285714286
100989,20,4,20.0
100990,20,6,30.0
100991,28,28,100.0
100992,28,28,100.0
100993,20,3,15.0
100994,28,28,100.0
100995,28,25,89.28571428571429
100996,28,25,89.28571428571429
100997,28,26,92.85714285714286
100998,28,27,96.42857142857143
100999,20,3,15.0
101000,28,28,100.0
101001,28,21,75.0
101002,28,27,96.42857142857143
101003,20,2,10.0
101004,27,21,77.77777777777779
101005,27,17,62.96296296296296
101006,27,26,96.29629629629629
101007,27,26,96.29629629629629
101008,27,24,88.88888888888889
101009,27,22,81.48148148148148
101010,27,26,96.29629629629629
101011,27,25,92.5925925925926
101012,27,20,74.07407407407408
101013,27,25,92.5925925925926
101014,27,20,74.07407407407408
101015,27,22,81.48148148148148
101016,27,24,88.88888888888889
101017,27,25,92.5925925925926
101018,27,25,92.5925925925926
101019,27,22,81.48148148148148
101021,65,2,3.076923076923077
101022,31,29,93.54838709677419
101023,31,26,83.87096774193549
101024,31,26,83.87096774193549
101025,31,28,90.32258064516128
101026,31,31,100.0
101027,31,28,90.32258064516128
101028,31,29,93.54838709677419
101029,31,25,80.64516129032258
101030,31,28,90.32258064516128
101031,54,8,14.814814814814813
101032,27,26,96.29629629629629
101033,27,22,81.48148148148148
101034,27,25,92.5925925925926
101035,27,26,96.29629629629629
101036,27,25,92.5925925925926
101037,27,26,96.29629629629629
101038,27,26,96.29629629629629
101039,27,17,62.96296296296296
101040,27,26,96.29629629629629
101041,27,27,100.0
101042,27,27,100.0
101043,29,26,89.65517241379311
101044,29,28,96.55172413793103
101045,29,29,100.0
101046,29,28,96.55172413793103
101047,29,27,93.10344827586206
101048,29,29,100.0
101049,29,25,86.20689655172413
101050,29,27,93.10344827586206
101051,29,26,89.65517241379311
101052,29,24,82.75862068965517
101053,29,28,96.55172413793103
101054,29,28,96.55172413793103
101055,29,29,100.0
101056,29,29,100.0
101057,29,28,96.55172413793103
101058,29,27,93.10344827586206
101059,29,25,86.20689655172413
101060,29,25,86.20689655172413
101061,29,29,100.0
101062,29,26,89.65517241379311
101063,29,20,68.96551724137932
101064,29,27,93.10344827586206
101065,29,26,89.65517241379311
101066,29,29,100.0
101067,29,27,93.10344827586206
101068,29,29,100.0
101069,29,27,93.10344827586206
101070,29,24,82.75862068965517
101071,29,28,96.55172413793103
101072,29,28,96.55172413793103
101073,29,24,82.75862068965517
101074,29,29,100.0
101075,29,25,86.20689655172413
101076,29,26,89.65517241379311
101077,29,27,93.10344827586206
101078,26,2,7.6923076923076925
101079,26,5,19.230769230769234
101080,26,11,42.30769230769231
101081,20,8,40.0
101082,20,11,55.00000000000001
101083,20,6,30.0
101084,70,25,35.714285714285715
101085,37,33,89.1891891891892
101086,65,18,27.692307692307693
101087,29,27,93.10344827586206
101088,29,24,82.75862068965517
101089,27,23,85.18518518518519
101090,27,26,96.29629629629629
101091,27,23,85.18518518518519
101092,28,27,96.42857142857143
101094,29,24,82.75862068965517
101095,29,27,93.10344827586206
101097,14,3,21.428571428571427
101099,14,9,64.28571428571429
101100,14,6,42.857142857142854
101101,14,5,35.714285714285715
101102,14,6,42.857142857142854
101103,14,4,28.57142857142857
101104,14,6,42.857142857142854
101105,14,1,7.142857142857142
101106,14,3,21.428571428571427
101107,14,1,7.142857142857142
101108,14,0,0.0
101116,26,4,15.384615384615385
101117,26,10,38.46153846153847
101118,26,11,42.30769230769231
101119,26,1,3.8461538461538463
101120,70,35,50.0
101121,70,7,10.0
101122,70,3,4.285714285714286
101123,27,20,74.07407407407408
101124,14,2,14.285714285714285
101125,14,3,21.428571428571427
101126,14,7,50.0
101127,14,2,14.285714285714285
101128,20,11,55.00000000000001
101129,20,6,30.0
101130,20,18,90.0
101131,8,6,75.0
101132,31,25,80.64516129032258
101133,20,8,40.0
101134,20,9,45.0
101135,20,6,30.0
101136,20,5,25.0
101137,20,7,35.0
101138,20,1,5.0
101139,20,2,10.0
101140,19,12,63.1578947368421
101141,19,3,15.789473684210526
101142,20,6,30.0
101143,19,5,26.31578947368421
101144,19,6,31.57894736842105
101145,20,2,10.0
101146,20,3,15.0
101147,20,2,10.0
101148,20,7,35.0
101149,20,1,5.0
101150,70,1,1.4285714285714286
101151,14,9,64.28571428571429
101152,14,2,14.285714285714285
101153,14,2,14.285714285714285
101154,14,2,14.285714285714285
101156,14,3,21.428571428571427
101157,14,7,50.0
101158,14,4,28.57142857142857
101159,36,19,52.77777777777778
101160,20,6,30.0
101161,20,3,15.0
101162,20,3,15.0
101163,20,3,15.0
101164,20,4,20.0
101165,2,0,0.0
101167,2,0,0.0
101168,2,0,0.0
101169,2,0,0.0
101170,2,0,0.0
101172,2,0,0.0
101173,2,0,0.0
101174,2,0,0.0
101175,2,0,0.0
101176,2,0,0.0
101177,2,0,0.0
101178,2,0,0.0
101179,2,0,0.0
101180,2,0,0.0
101187,70,4,5.714285714285714
101190,18,8,44.44444444444444
101191,18,3,16.666666666666664
101192,18,7,38.88888888888889
101193,18,7,38.88888888888889
101194,18,4,22.22222222222222
101195,18,5,27.77777777777778
101196,18,8,44.44444444444444
101197,18,8,44.44444444444444
101198,18,5,27.77777777777778
101199,18,1,5.555555555555555
101200,18,3,16.666666666666664
101201,18,5,27.77777777777778
101202,18,3,16.666666666666664
101203,18,4,22.22222222222222
101204,20,3,15.0
101205,20,1,5.0
101206,20,9,45.0
101207,20,11,55.00000000000001
101208,18,4,22.22222222222222
101209,18,5,27.77777777777778
101210,18,9,50.0
101211,18,6,33.33333333333333
101212,18,4,22.22222222222222
101213,18,4,22.22222222222222
101214,18,9,50.0
101215,18,3,16.666666666666664
101216,18,1,5.555555555555555
101217,18,3,16.666666666666664
101218,18,1,5.555555555555555
101219,18,7,38.88888888888889
101220,18,8,44.44444444444444
101221,18,3,16.666666666666664
101222,18,1,5.555555555555555
101224,23,22,95.65217391304348
101225,18,5,27.77777777777778
101226,18,1,5.555555555555555
101227,18,3,16.666666666666664
101228,18,2,11.11111111111111
101229,35,19,54.285714285714285
101232,8,4,50.0
101233,8,4,50.0
101234,8,2,25.0
101235,8,2,25.0
101236,8,2,25.0
101237,8,3,37.5
101238,8,4,50.0
101239,8,4,50.0
101240,2,2,100.0
101241,2,2,100.0
101242,2,2,100.0
101243,2,2,100.0
101244,2,2,100.0
101245,2,2,100.0
101246,2,2,100.0
101247,2,2,100.0
101248,2,2,100.0
101249,2,2,100.0
101250,2,2,100.0
101251,2,2,100.0
101252,2,2,100.0
101253,2,2,100.0
101254,2,2,100.0
101255,2,2,100.0
101256,70,2,2.857142857142857
101257,2,1,50.0
101258,2,1,50.0
101262,2,1,50.0
101263,3,1,33.33333333333333
101265,8,1,12.5
101266,8,1,12.5
101267,8,1,12.5
101268,8,1,12.5
101269,8,4,50.0
101270,8,3,37.5
101271,18,1,5.555555555555555
101274,2,2,100.0
101275,2,1,50.0
101276,2,2,100.0
101277,2,2,100.0
101278,2,2,100.0
101279,2,2,100.0
101280,2,2,100.0
101281,2,1,50.0
101283,27,22,81.48148148148148
101284,45,39,86.66666666666667
101285,45,9,20.0
101286,45,42,93.33333333333333
101287,45,45,100.0
101288,45,37,82.22222222222221
101289,45,24,53.333333333333336
101290,45,39,86.66666666666667
101291,45,43,95.55555555555556
101292,45,26,57.77777777777777
101293,45,38,84.44444444444444
101294,45,12,26.666666666666668
101295,45,37,82.22222222222221
101296,45,43,95.55555555555556
101297,45,41,91.11111111111111
101298,45,15,33.33333333333333
101299,45,31,68.88888888888889
101300,45,41,91.11111111111111
101301,45,39,86.66666666666667
101302,45,30,66.66666666666666
101303,45,22,48.888888888888886
101304,45,44,97.77777777777777
101305,45,44,97.77777777777777
101306,45,39,86.66666666666667
101307,45,12,26.666666666666668
101308,46,45,97.82608695652173
101309,46,42,91.30434782608695
101310,46,38,82.6086956521739
101311,46,15,32.608695652173914
101312,46,44,95.65217391304348
101313,46,43,93.47826086956522
101314,46,42,91.30434782608695
101315,46,35,76.08695652173914
101316,46,44,95.65217391304348
101317,46,45,97.82608695652173
101318,46,43,93.47826086956522
101319,46,43,93.47826086956522
101320,46,44,95.65217391304348
101321,46,38,82.6086956521739
101322,46,43,93.47826086956522
101323,46,40,86.95652173913044
101324,46,45,97.82608695652173
101325,46,30,65.21739130434783
101326,46,36,78.26086956521739
101327,46,41,89.13043478260869
101328,46,43,93.47826086956522
101329,46,39,84.78260869565217
101330,46,44,95.65217391304348
101331,27,21,77.77777777777779
101332,1,0,0.0
101333,1,0,0.0
101335,1,1,100.0
101336,1,0,0.0
101337,1,0,0.0
101338,1,0,0.0
101339,1,0,0.0
101340,1,0,0.0
101341,1,0,0.0
101342,1,0,0.0
101345,1,0,0.0
101346,1,0,0.0
101347,1,0,0.0
101348,1,0,0.0
101349,28,19,67.85714285714286
101352,14,13,92.85714285714286
101353,14,12,85.71428571428571
101354,14,14,100.0
101355,14,14,100.0
101356,14,14,100.0
101357,14,13,92.85714285714286
101358,14,14,100.0
101359,14,14,100.0
101360,14,14,100.0
101361,14,13,92.85714285714286
101362,14,13,92.85714285714286
101363,14,14,100.0
101364,14,13,92.85714285714286
101365,14,14,100.0
